date,open,high,low,close,volume
2023-06-27,411.0,420.0,404.0,414.2,45746
2023-06-28,420.0,420.0,396.0,401.0,20990
2023-07-02,396.0,406.0,385.5,386.0,26889
2023-07-03,390.0,397.0,380.4,384.0,15105
2023-07-04,390.0,390.0,379.2,389.0,7804
2023-07-05,383.3,401.0,383.2,386.0,21894
2023-07-06,393.7,400.0,385.2,392.0,19297
2023-07-09,399.8,404.0,392.0,396.0,12135
2023-07-10,390.1,409.0,390.1,408.0,36299
2023-07-11,406.0,426.0,403.0,420.0,40349
2023-07-12,425.0,426.0,405.1,412.0,28732
2023-07-13,405.0,415.0,398.0,399.0,23978
2023-07-16,395.1,411.0,394.0,398.0,6272
2023-07-17,391.0,412.8,391.0,409.0,16461
2023-07-18,414.0,419.0,408.0,411.0,25251
2023-07-19,406.0,414.0,404.0,410.0,8569
2023-07-20,409.8,413.0,402.0,405.0,13738
2023-07-23,405.0,415.1,401.3,415.0,16098
2023-07-24,410.0,414.9,399.3,399.3,15753
2023-07-25,397.0,404.0,392.1,395.0,13606
2023-07-26,391.4,402.9,391.4,392.5,9300
2023-07-27,394.0,400.0,385.0,386.0,15864
2023-07-30,386.0,393.0,374.4,379.0,12667
2023-07-31,386.5,387.0,374.0,379.0,5266
2023-08-01,386.0,386.0,370.0,376.5,4288
2023-08-02,384.0,384.0,374.0,379.0,5707
2023-08-03,385.9,385.9,372.0,372.0,4369
2023-08-06,370.0,374.0,353.0,360.0,13800
2023-08-07,366.0,366.0,354.2,360.0,11237
2023-08-08,367.1,367.2,357.0,357.4,8691
2023-08-09,356.4,363.0,351.0,363.0,8001
2023-08-10,368.0,370.0,360.0,366.0,5748
2023-08-13,367.0,374.0,365.2,372.9,9466
2023-08-14,374.9,379.9,370.0,373.0,5452
2023-08-15,365.6,370.0,363.0,365.0,4381
2023-08-16,358.0,364.0,355.2,358.9,2903
2023-08-17,355.0,366.8,355.0,362.0,4325
2023-08-20,357.0,362.0,354.0,355.0,3536
2023-08-21,348.0,361.0,346.5,346.5,6566
2023-08-22,346.5,362.5,340.3,356.0,2020
2023-08-23,363.0,369.0,356.1,368.0,2018
2023-08-24,363.0,363.0,354.1,354.2,3875
2023-08-27,350.0,354.9,347.2,347.2,6598
2023-08-28,347.0,360.0,345.0,353.0,1959
2023-08-29,346.0,354.0,346.0,350.1,2086
2023-08-30,357.1,364.0,348.0,350.5,2398
2023-09-03,346.0,346.0,344.0,346.0,4171
2023-09-04,349.0,349.0,341.4,345.0,4428
2023-09-05,340.0,347.0,338.1,345.0,2601
2023-09-07,345.0,345.0,338.1,340.0,6048
2023-09-10,340.0,350.0,340.0,348.9,3812
2023-09-11,349.0,359.0,348.0,355.0,1746
2023-09-12,350.0,350.0,346.0,347.0,1434
2023-09-13,345.0,358.0,345.0,357.0,3424
2023-09-17,355.0,355.0,344.0,344.1,4566
2023-09-18,350.9,350.9,344.0,347.0,544
2023-09-19,341.0,351.5,341.0,351.0,2436
2023-09-21,358.0,373.0,358.0,369.0,5583
2023-09-24,362.0,375.0,355.1,355.3,5853
2023-09-25,350.0,360.0,350.0,353.0,1489
2023-09-26,360.0,367.0,354.2,359.9,6957
2023-09-27,363.9,364.0,350.1,359.9,4601
2023-10-01,352.8,355.1,350.0,354.9,3213
2023-10-02,349.0,362.0,349.0,358.1,4597
2023-10-03,358.1,360.0,353.1,358.0,3240
2023-10-04,360.0,364.2,357.0,358.1,3086
2023-10-05,358.1,358.1,352.8,353.4,2407
2023-10-08,349.0,352.0,342.1,345.0,12292
2023-10-09,345.1,350.0,342.0,342.0,3719
2023-10-10,338.0,346.8,338.0,343.9,3682
2023-10-11,342.2,346.0,340.5,342.0,2623
2023-10-12,346.0,349.0,339.2,341.5,2688
2023-10-16,342.0,343.0,335.0,335.3,2192
2023-10-17,342.0,345.0,337.0,338.0,2435
2023-10-18,332.1,346.1,332.1,343.0,2114
2023-10-19,344.0,344.0,340.0,344.0,1270
2023-10-29,338.0,339.0,335.1,339.0,943
2023-10-30,339.0,344.8,339.0,344.8,773
2023-10-31,343.0,343.0,338.0,338.0,955
2023-11-01,335.1,342.0,335.0,341.0,2418
2023-11-02,337.1,340.0,337.1,337.1,355
2023-11-05,330.4,332.0,328.0,330.0,4756
2023-11-06,325.1,340.0,325.1,333.1,2139
2023-11-07,339.0,345.0,331.0,331.0,3698
2023-11-08,330.0,343.0,330.0,338.0,844
2023-11-09,331.5,337.0,328.3,335.0,4397
2023-11-20,335.0,339.3,333.0,338.0,1948
2023-11-21,338.0,338.0,325.0,325.1,2974
2023-11-22,326.0,336.0,320.2,326.0,2456
2023-11-23,332.5,339.1,327.0,327.0,1718
2023-11-26,327.0,340.0,327.0,340.0,6584
2023-11-27,345.0,345.0,333.2,333.5,4025
2023-11-28,335.0,336.0,333.1,333.2,1248
2023-11-29,336.0,336.0,332.0,336.0,2461
2023-11-30,330.5,337.0,330.5,331.0,2296
2023-12-03,326.0,337.6,325.2,337.0,2302
2023-12-04,330.4,336.0,330.3,332.5,2243
2023-12-05,330.1,330.1,327.1,327.6,2098
2023-12-06,327.5,333.5,327.0,328.0,3653
2023-12-07,332.0,336.0,327.0,330.0,4589
2023-12-10,336.6,343.0,336.6,343.0,1110
2023-12-11,349.8,362.0,344.0,344.6,10280
2023-12-12,349.0,365.5,343.5,359.5,14639
2023-12-13,363.0,370.0,349.0,360.0,8636
2023-12-14,353.0,365.8,352.8,362.0,13059
2023-12-17,354.8,366.3,350.0,365.5,25946
2023-12-18,372.7,380.0,363.0,370.9,34409
2023-12-19,377.0,377.0,365.0,373.0,9194
2023-12-20,370.0,380.0,367.6,373.1,17578
2023-12-21,365.7,370.0,356.0,360.3,26538
2023-12-24,365.0,365.0,350.0,354.5,18130
2023-12-27,356.1,361.5,351.0,358.0,14511
2023-12-28,361.0,364.9,350.0,354.8,7852
2024-01-01,353.0,364.0,350.0,354.0,5885
2024-01-02,353.0,354.0,343.2,345.0,7225
2024-01-03,340.0,363.1,340.0,360.0,19693
2024-01-04,357.0,370.9,357.0,360.0,20596
2024-01-07,355.1,365.0,355.1,360.0,16101
2024-01-08,365.0,370.0,360.0,370.0,10164
2024-01-09,374.5,389.0,373.1,387.0,31042
2024-01-10,394.6,400.0,380.0,380.0,14985
2024-01-11,387.6,387.6,373.0,374.2,8750
2024-01-14,381.6,385.0,377.0,380.0,9559
2024-01-16,385.0,393.0,379.0,390.0,26917
2024-01-17,396.5,404.0,377.0,377.0,28568
2024-01-18,369.6,384.5,368.0,370.0,14457
2024-01-21,370.5,385.0,364.0,370.0,23717
2024-01-22,363.0,376.0,363.0,363.0,9204
2024-01-23,357.3,371.0,357.3,368.0,17749
2024-01-24,362.6,375.0,362.6,363.0,5025
2024-01-25,356.8,365.0,356.8,364.9,9090
2024-01-28,360.0,375.0,360.0,373.0,4045
2024-01-29,378.0,378.0,365.7,369.9,2950
2024-01-30,362.6,371.0,362.6,367.9,6733
2024-01-31,365.1,372.4,360.6,361.0,7714
2024-02-01,365.0,370.0,356.0,364.9,7733
2024-02-04,357.7,371.0,356.2,368.5,4251
2024-02-05,363.0,370.0,363.0,370.0,4011
2024-02-06,363.0,370.9,363.0,369.0,4667
2024-02-07,375.0,376.0,367.5,367.5,5228
2024-02-08,364.2,370.0,364.2,368.5,3016
2024-02-11,369.0,374.0,367.2,367.2,4589
2024-02-12,366.1,372.0,364.0,372.0,5251
2024-02-13,368.1,372.0,366.0,366.0,12243
2024-02-14,373.0,399.9,370.0,390.2,80981
2024-02-15,395.0,397.0,376.0,383.0,10394
2024-02-18,375.4,375.4,368.0,369.1,7340
2024-02-20,369.0,379.0,363.0,370.0,14116
2024-02-21,370.0,372.5,362.0,365.0,6482
2024-02-22,365.1,383.0,363.0,365.3,15116
2024-02-25,372.0,379.0,360.0,366.9,10104
2024-02-26,370.0,371.9,359.9,367.4,9970
2024-02-27,374.7,374.7,360.1,366.0,3103
2024-02-28,370.0,370.0,360.1,365.0,7585
2024-02-29,360.5,368.0,342.1,354.0,13326
2024-03-03,354.0,356.0,347.0,352.0,9659
2024-03-04,359.0,373.4,359.0,373.4,30
2024-03-05,380.8,380.8,358.1,358.1,8627
2024-03-06,365.2,369.9,353.4,365.8,8356
2024-03-07,373.1,376.7,363.6,364.0,5524
2024-03-10,370.0,370.0,365.4,367.1,7154
2024-03-12,368.0,379.8,368.0,379.8,9326
2024-03-13,386.0,390.0,376.0,385.5,24829
2024-03-14,390.0,400.0,382.2,386.0,58764
2024-03-17,385.1,396.0,383.5,389.0,34369
2024-03-18,387.0,404.6,387.0,398.0,35111
2024-03-19,405.9,415.0,400.0,405.9,70145
2024-03-20,413.0,413.0,395.0,397.0,33234
2024-03-21,395.0,425.0,393.0,412.0,79550
2024-03-25,412.0,412.0,397.0,402.1,36476
2024-03-26,400.0,409.9,399.0,404.0,12823
2024-03-27,401.0,408.0,396.1,396.1,14209
2024-03-28,388.2,408.0,388.2,402.0,18602
2024-03-31,400.0,402.0,396.0,396.0,16474
2024-04-01,393.1,396.9,390.1,394.9,9968
2024-04-02,396.0,398.0,390.0,395.0,11681
2024-04-03,395.0,400.9,385.2,390.0,8202
2024-04-04,395.0,401.0,387.4,393.0,25107
2024-04-07,400.8,432.3,395.0,432.3,122648
2024-04-09,440.9,475.5,440.0,475.5,224467
2024-04-10,475.0,518.0,475.0,507.0,193116
2024-04-14,500.0,552.0,500.0,546.0,209224
2024-04-15,556.9,568.0,522.0,525.0,117502
2024-04-16,528.0,528.0,489.1,489.6,133223
2024-04-18,499.3,524.7,497.0,520.0,150370
2024-04-21,520.0,545.0,500.0,518.0,129061
2024-04-22,520.0,531.5,513.0,514.0,69304
2024-04-24,518.0,565.4,512.0,565.4,266815
2024-04-25,576.7,610.9,573.3,610.0,190838
2024-04-28,597.9,670.0,587.0,665.0,210019
2024-04-29,651.7,731.5,638.0,731.5,267765
2024-04-30,716.9,795.0,664.0,679.0,241759
2024-05-02,692.5,740.0,670.0,734.0,311191
2024-05-05,719.4,747.0,665.0,736.0,170210
2024-05-06,721.3,721.3,662.4,662.4,147420
2024-05-07,649.2,682.0,612.0,651.0,129971
2024-05-08,638.0,654.8,626.0,651.0,77745
2024-05-09,651.0,665.0,638.0,665.0,147995
2024-05-12,678.3,678.3,640.0,656.0,121343
2024-05-13,645.0,667.3,645.0,665.0,103815
2024-05-14,651.7,673.0,647.0,667.0,92375
2024-05-15,653.7,670.0,653.7,668.0,103850
2024-05-16,654.7,680.3,645.0,647.3,179303
2024-05-19,650.0,684.0,650.0,675.0,160299
2024-05-20,688.0,715.0,660.9,693.6,292099
2024-05-21,682.0,738.0,682.0,711.0,348890
2024-05-22,711.0,768.0,677.0,690.0,306400
2024-05-26,690.0,690.0,655.0,655.0,72648
2024-05-27,641.9,718.0,641.9,710.0,277756
2024-05-29,695.8,781.0,656.0,768.0,287963
2024-05-30,752.7,752.7,691.2,691.2,78021
2024-06-02,677.4,677.4,626.0,655.0,285115
2024-06-03,655.0,673.2,639.0,656.9,213418
2024-06-04,645.0,654.0,636.0,647.9,124048
2024-06-05,640.0,678.0,628.0,646.8,189508
2024-06-06,646.8,646.8,596.0,613.7,229730
2024-06-09,601.5,607.0,569.0,570.0,212294
2024-06-10,572.0,606.0,558.59,604.7,139729
2024-06-11,592.7,625.0,592.7,617.9,77988
2024-06-12,618.0,618.0,590.0,592.0,111615
2024-06-13,580.2,621.0,580.2,599.0,137696
2024-06-16,599.0,609.0,590.0,592.0,92060
2024-06-18,580.2,605.0,580.2,595.0,93591
2024-06-19,606.9,616.9,590.1,605.0,106499
2024-06-20,605.0,626.0,596.0,619.8,144566
2024-06-23,632.1,663.0,627.0,662.9,265347
2024-06-24,649.7,708.9,640.0,678.0,238935
2024-06-25,664.5,695.0,657.0,657.0,141461
